ID,Severity,Area,Title,Evidence,Impact,Recommendation,Confidence,Status,Remediation,Verification
PERF-002,عالٍ,أداء التحميل,كل صفحة تحمل حزماً مشتركة ثقيلة,"build manifest: core 47,829B gzip + enhancements 30,658B + CSS 11,305B؛ نحو 89.8KB gzip قبل كود الصفحة/HTML.",حتى login/legal/static pages تحمل منطقاً لا تحتاجه.,قسّم bundle حسب route/feature واستخدم modules وdynamic import.,مؤكد,مخفف — بقي قيد معروف,الحزم ضمن budget، لكن core/enhancements مشتركة وكبيرة على كل الصفحات ولم يحصل code splitting.,tools/frontend-functional-runtime.mjs + tools/performance-budget.mjs + tools/check.mjs
PERF-003,عالٍ,أداء التحميل,حمولة المسارات الحرجة مرتفعة قبل الصور/API,الحساب المحلي: workspace ~119KB gzip، dashboard ~100KB، calendar ~98KB، login ~96KB.,تباطؤ parse/execute على الهاتف حتى لو النقل مضغوط.,ضع route budgets وقلل shared code، ثم قس Lighthouse/WebPageTest على شبكة بطيئة.,مؤكد,مخفف — بقي قيد معروف,أثقل مسار الآن 121KB gzip ضمن حد 140KB، لكن المسارات الحرجة لا تزال أثقل من تطبيق مبسط ومجزأ.,tools/frontend-functional-runtime.mjs + tools/performance-budget.mjs + tools/check.mjs
PERF-004,متوسط,نظام البناء,البناء مجرد concatenation,`tools/build-assets.mjs:22-24` يربط الملفات مع comments وفواصل.,لا minification ولا dead-code elimination ولا tree-shaking ولا chunk graph.,استخدم bundler حديثاً مع ESM، minification، code splitting وcontent hashes.,مؤكد,غير مغلق — يتطلب إعادة معمارية/قرار خارجي,البناء حتمي ويولد Brotli/Gzip وmanifest، لكنه ما زال bundling بسيطاً بلا tree-shaking/code splitting/minification حقيقي.,tools/frontend-functional-runtime.mjs + tools/performance-budget.mjs + tools/check.mjs
PERF-005,منخفض,التشخيص,لا توجد source maps,لم توجد ملفات `.map` أو إعداد توليدها.,تشخيص أخطاء production أصعب.,ولد hidden source maps وارفعها لمنصة الرصد فقط.,مؤكد,غير مغلق — يتطلب إعادة معمارية/قرار خارجي,لا توجد source maps. إضافتها تتطلب bundler فعلي وسياسة عدم نشر المصادر الحساسة.,tools/frontend-functional-runtime.mjs + tools/performance-budget.mjs + tools/check.mjs
SEO-001,متوسط,SEO,كل صفحات HTML الـ28 بلا canonical,"فحص static وجد 28/28 بلا `<link rel=""canonical"">`.",احتمال duplicate URLs عبر query/version/path variations، خصوصاً الصفحات العامة.,أضف canonical للصفحات indexable السبع على الأقل؛ noindex pages يمكن تركها بلا canonical حسب الاستراتيجية.,مؤكد,مصحح ومختبر,أضيف canonical لكل صفحات HTML العامة.,tools/frontend-functional-runtime.mjs + tools/performance-budget.mjs + tools/check.mjs
PWA-001,متوسط,PWA/offline,الـprecache يغطي الرئيسية وworkspace وdashboard فقط,`service-worker.js:4-17` لا يضم معظم أدوات الدراسة.,الرسالة local-first/offline لا تتحقق عند فتح أداة لم تزرها سابقاً.,حدد offline scope صريحاً أو precache shell/chunks اللازمة للرحلات الأساسية.,مؤكد,مصحح ومختبر,وُسعت قائمة precache للمسارات والأدوات الأساسية مع فصل الصفحات الخاصة.,tools/frontend-functional-runtime.mjs + tools/performance-budget.mjs + tools/check.mjs
PWA-002,منخفض,PWA,تثبيت Service Worker هش بسبب cache.addAll,`service-worker.js:21-25` يفشل install كله إذا فشل asset واحد.,تحديث واحد ناقص يمنع النسخة الجديدة كاملة.,استخدم تحقق manifest وfallback أو cache assets مع معالجة أخطاء محسوبة.,مؤكد,مصحح ومختبر,install يستخدم Promise.allSettled وfetch+cache، ولا ينهار بسبب أصل ثانوي واحد.,tools/frontend-functional-runtime.mjs + tools/performance-budget.mjs + tools/check.mjs
PWA-003,منخفض,PWA,Manifest بلا screenshots,`manifest.webmanifest` لا يحوي screenshots.,جودة تجربة التثبيت واكتشاف التطبيق أقل على المنصات الداعمة.,أضف screenshots موثقة بأحجام wide/narrow.,مؤكد,مصحح ومختبر,أضيفت screenshots عريضة وضيقة إلى manifest.,tools/frontend-functional-runtime.mjs + tools/performance-budget.mjs + tools/check.mjs
UX-010,متوسط,الشفافية,حالة الحفظ المحلي لا تحذر عند التحول للذاكرة,رغم أن `MT_STORE.persistent()` متاح، لم يوجد استعمال UI له.,واجهة «محفوظ» قد تكون كاذبة.,اربط شارة الحفظ بالحالة الفعلية واجعل الفشل ظاهراً فوراً.,مؤكد,مصحح ومختبر,أصبحت حالة التخزين/التحول للذاكرة تحذر المستخدم بدلاً من الصمت.,tools/frontend-functional-runtime.mjs + tools/performance-budget.mjs + tools/check.mjs
UX-011,متوسط,المزامنة,لا توجد معاينة قبل replace/merge,تدفق login ينفذ pull بعد checkbox فقط، من دون counts أو diff مسبق.,قرار عالي الأثر بلا معلومات كافية.,اعرض local/remote timestamps وcounts وpreview قبل التنفيذ.,مؤكد,مصحح ومختبر,أضيف preview قبل merge/replace وrestore point قبل الاستبدال.,tools/frontend-functional-runtime.mjs + tools/performance-budget.mjs + tools/check.mjs
UX-012,متوسط,الإدارة,واجهة الإدارة تخلط تسميات عربية وإنجليزية,أمثلة Student/Support/Admin وPaid/Free وEnglish name.,تجربة غير متماسكة ومربكة للمشغل العربي.,أكمل i18n للوحة الإدارة أو اختر لغة تشغيل واحدة.,مؤكد,مخفف — بقي قيد معروف,عُربت/وضحت أجزاء، لكن لوحة الإدارة ما زالت تستخدم مصطلحات تشغيلية إنجليزية مثل Production Pulse وSLO.,tools/frontend-functional-runtime.mjs + tools/performance-budget.mjs + tools/check.mjs
